lang,category,keyword,searchVolume,kd,cpc,competition,competitionIndex,demandStatus
ko,product,쿠션 파데 추천,40,0,0.29,HIGH,85,confirmed-demand
ko,style,속광 메이크업,30,0,0.27,LOW,30,confirmed-demand
ko,style,미니멀 메이크업,30,,,LOW,0,confirmed-demand
ko,scenario,출근 메이크업,30,60,,LOW,1,confirmed-demand
ko,scenario,프로필 사진 메이크업,30,0,3.02,LOW,7,confirmed-demand
ko,scenario,졸업식 메이크업,30,0,,LOW,2,confirmed-demand
ko,scenario,등교 메이크업,30,50,,LOW,0,confirmed-demand
ko,demographic,여름쿨 메이크업,30,,,LOW,3,confirmed-demand
ko,tutorial,메이크업 꿀팁,30,49,0.66,LOW,10,confirmed-demand
ko,ai_tech,가상 메이크업 체험,30,,0.6,LOW,2,confirmed-demand
ko,style,시크 메이크업,20,,,LOW,24,confirmed-demand
ko,scenario,데이트 메이크업,20,,,LOW,0,confirmed-demand
ko,scenario,파티 메이크업,20,0,,LOW,0,confirmed-demand
ko,demographic,겨울쿨 메이크업,20,,0.32,LOW,24,confirmed-demand
ko,tutorial,메이크업 초보,20,53,,LOW,12,confirmed-demand
ko,product,지속력 좋은 립스틱,20,49,1.44,HIGH,95,confirmed-demand
ko,style,결광 메이크업,10,,,LOW,0,confirmed-demand
ko,style,블러 메이크업,10,,,MEDIUM,38,confirmed-demand
ko,style,클라우드 댄서 메이크업,10,,,LOW,0,confirmed-demand
ko,style,K-뷰티 메이크업,10,,,LOW,0,confirmed-demand
ko,scenario,여행 메이크업,10,,,LOW,0,confirmed-demand
ko,scenario,빠른 메이크업,10,,,,,confirmed-demand
ko,demographic,얼굴형 메이크업,10,,,LOW,0,confirmed-demand
ko,demographic,둥근 얼굴 메이크업,10,,,LOW,0,confirmed-demand
ko,demographic,긴 얼굴 메이크업,10,57,,LOW,0,confirmed-demand
ko,demographic,홑꺼풀 메이크업,10,,,LOW,0,confirmed-demand
ko,tutorial,간단한 메이크업,10,53,3.58,MEDIUM,40,confirmed-demand
ko,tutorial,5분 메이크업,10,,,LOW,0,confirmed-demand
ko,tutorial,메이크업 실수,10,,,,,confirmed-demand
ko,tutorial,아이메이크업 방법,10,,,LOW,0,confirmed-demand
ko,tutorial,립 메이크업 팁,10,,,,,confirmed-demand
ko,ai_tech,나에게 어울리는 메이크업,10,54,,LOW,0,confirmed-demand
ko,product,인생 립스틱,10,,,,,confirmed-demand
ko,product,저가 화장품 추천,10,,,HIGH,100,confirmed-demand
ko,style,렌더링 미감 메이크업,0,,,,,no-demand
ko,scenario,웨딩 게스트 메이크업,0,,,,,no-demand
ko,demographic,눈 작은 얼굴 메이크업,0,,,,,no-demand
ko,demographic,피부톤 메이크업,0,,,,,no-demand
ko,tutorial,기초 메이크업 방법,0,,,,,no-demand
ko,tutorial,매일 메이크업 루틴,0,,,,,no-demand
ko,tutorial,자기관리 메이크업,0,,,,,no-demand
ko,ai_tech,AI 메이크업 진단,0,,,,,no-demand
ko,ai_tech,내 얼굴에 맞는 메이크업,0,,,,,no-demand
ko,ai_tech,AI 메이크업 앱,0,,,,,no-demand
ko,ai_tech,비포 애프터 메이크업,0,,,,,no-demand
ko,ai_tech,AI 뷰티 상담,0,,,,,no-demand
ko,product,추천 립스틱 2026,0,,,,,no-demand
ko,product,글로우픽 추천,0,,,,,no-demand
ko,product,크리미 블러셔,0,,,,,no-demand
pt-BR,variant,maquiagem para casamento,22200,0,0.36,LOW,11,confirmed-demand
pt-BR,scenario,maquiagem para formatura,14800,0,0.14,LOW,7,confirmed-demand
pt-BR,style,maquiagem artística,12100,0,0.09,LOW,32,confirmed-demand
pt-BR,product,gloss labial,9900,0,0.14,HIGH,100,confirmed-demand
pt-BR,product,lip combo,9900,0,0.21,HIGH,100,confirmed-demand
pt-BR,style,maquiagem básica,8100,6,0.21,LOW,31,confirmed-demand
pt-BR,style,maquiagem para festa,8100,0,0.12,LOW,15,confirmed-demand
pt-BR,style,maquiagem de noiva,6600,0,0.2,LOW,7,confirmed-demand
pt-BR,regional,maquiagem para carnaval,5400,0,0.04,MEDIUM,45,confirmed-demand
pt-BR,demographic,maquiagem para pele morena,5400,0,0.21,MEDIUM,47,confirmed-demand
pt-BR,demographic,colorimetria pessoal,5400,0,0.29,LOW,24,confirmed-demand
pt-BR,tutorial,maquiagem passo a passo,5400,0,0.26,LOW,32,confirmed-demand
pt-BR,product,batom marrom,5400,0,0.15,HIGH,100,confirmed-demand
pt-BR,scenario,maquiagem para casamento (convidada),4400,0,0.32,LOW,13,confirmed-demand
pt-BR,regional,maquiagem para pele negra,4400,0,0.2,HIGH,78,confirmed-demand
pt-BR,style,maquiagem leve,3600,0,0.2,LOW,16,confirmed-demand
pt-BR,scenario,maquiagem para Réveillon / Ano Novo,3400,,0.1,LOW,14,confirmed-demand
pt-BR,style,maquiagem natural,2900,0,0.54,HIGH,100,confirmed-demand
pt-BR,demographic,maquiagem para pele madura,2900,0,0.59,HIGH,100,confirmed-demand
pt-BR,tutorial,ordem da maquiagem,2900,0,0.24,LOW,22,confirmed-demand
pt-BR,tutorial,como se maquiar,2400,1,0.27,MEDIUM,37,confirmed-demand
pt-BR,product,batom vinho,2400,0,0.16,HIGH,100,confirmed-demand
pt-BR,variant,maquiagem para Ano Novo,2400,0,0.1,LOW,14,confirmed-demand
pt-BR,product,melhor base para pele oleosa,1900,0,0.22,HIGH,100,confirmed-demand
pt-BR,style,maquiagem glow / pele glow,1890,0,0.15,MEDIUM,56,confirmed-demand
pt-BR,style,maquiagem para o dia a dia,1300,0,0.29,HIGH,91,confirmed-demand
pt-BR,demographic,contorno facial,1300,0,0.18,HIGH,100,confirmed-demand
pt-BR,demographic,cartela de cores pessoal,1300,0,0.17,HIGH,94,confirmed-demand
pt-BR,tutorial,maquiagem para iniciantes,1300,0,0.22,HIGH,94,confirmed-demand
pt-BR,variant,maquiagem glow,1300,0,0.15,MEDIUM,56,confirmed-demand
pt-BR,tutorial,dicas de maquiagem,1000,0,0.34,LOW,27,confirmed-demand
pt-BR,regional,maquiagem para Réveillon,1000,,,MEDIUM,49,confirmed-demand
pt-BR,style,make glow,880,0,0.17,MEDIUM,42,confirmed-demand
pt-BR,demographic,batom para pele morena,880,0,0.11,HIGH,100,confirmed-demand
pt-BR,product,maquiagem barata boa,880,0,0.23,HIGH,100,confirmed-demand
pt-BR,regional,batom para pele negra,880,0,0.12,HIGH,100,confirmed-demand
pt-BR,style,maquiagem elegante,720,0,0.17,LOW,21,confirmed-demand
pt-BR,scenario,maquiagem para fotos,720,0,0.12,LOW,8,confirmed-demand
pt-BR,tutorial,maquiagem básica para o dia,720,3,0.23,MEDIUM,61,confirmed-demand
pt-BR,demographic,maquiagem para rosto redondo,590,0,0.31,LOW,27,confirmed-demand
pt-BR,ai_tech,espelho virtual,590,0,0.17,LOW,7,confirmed-demand
pt-BR,product,iluminador cremoso,590,0,0.17,HIGH,100,confirmed-demand
pt-BR,variant,pele glow,590,0,0.26,HIGH,70,confirmed-demand
pt-BR,demographic,maquiagem para rosto oval,480,0,0.25,LOW,15,confirmed-demand
pt-BR,tutorial,maquiagem simples e fácil,480,0,0.26,LOW,14,confirmed-demand
pt-BR,scenario,maquiagem para o trabalho,390,0,0.39,MEDIUM,53,confirmed-demand
pt-BR,demographic,maquiagem para pele oleosa,390,0,0.31,HIGH,100,confirmed-demand
pt-BR,demographic,maquiagem para pele clara,390,0,0.12,HIGH,67,confirmed-demand
pt-BR,tutorial,como fazer contorno,390,0,0.24,LOW,15,confirmed-demand
pt-BR,scenario,maquiagem para balada,320,0,0.2,LOW,25,confirmed-demand
pt-BR,scenario,make para o dia,320,0,0.01,LOW,12,confirmed-demand
pt-BR,ai_tech,antes e depois maquiagem,320,0,,LOW,0,confirmed-demand
pt-BR,product,sombra em creme,320,0,0.19,HIGH,100,confirmed-demand
pt-BR,style,maquiagem minimalista,210,0,0.23,MEDIUM,46,confirmed-demand
pt-BR,product,base que não craquela,210,0,0.3,HIGH,100,confirmed-demand
pt-BR,scenario,maquiagem para entrevista de emprego,170,0,,LOW,5,confirmed-demand
pt-BR,scenario,maquiagem rápida,140,0,0.69,MEDIUM,64,confirmed-demand
pt-BR,demographic,batom para pele clara,140,0,0.16,HIGH,100,confirmed-demand
pt-BR,demographic,maquiagem para pálpebras caídas,110,0,0.33,LOW,33,confirmed-demand
pt-BR,ai_tech,simulador de maquiagem,70,53,0.25,LOW,11,confirmed-demand
pt-BR,ai_tech,teste de coloração pessoal online,70,0,0.26,LOW,23,confirmed-demand
pt-BR,product,batom nude para pele morena,70,,0.15,HIGH,100,confirmed-demand
pt-BR,regional,make para faculdade,70,0,,LOW,0,confirmed-demand
pt-BR,regional,espelho virtual O Boticário,70,,0.31,LOW,15,confirmed-demand
pt-BR,style,pele molhada / wet skin,60,,,LOW,0,confirmed-demand
pt-BR,tutorial,como fazer esfumado,50,60,0.31,LOW,5,confirmed-demand
pt-BR,variant,pele molhada,50,,,LOW,0,confirmed-demand
pt-BR,tutorial,rotina de maquiagem,40,,0.31,LOW,9,confirmed-demand
pt-BR,scenario,maquiagem para encontro / primeiro encontro,30,,,MEDIUM,44,confirmed-demand
pt-BR,demographic,maquiagem para pele seca,30,48,0.58,HIGH,97,confirmed-demand
pt-BR,ai_tech,teste de maquiagem virtual,30,,0.46,MEDIUM,48,confirmed-demand
pt-BR,style,blush blocking,20,,,LOW,2,confirmed-demand
pt-BR,tutorial,erros de maquiagem,20,11,0.4,LOW,2,confirmed-demand
pt-BR,tutorial,maquiagem com poucos produtos,20,,,LOW,18,confirmed-demand
pt-BR,ai_tech,encontrar meu tom de base,20,,0.81,MEDIUM,49,confirmed-demand
pt-BR,product,pincéis de maquiagem para iniciantes,20,23,0.17,HIGH,100,confirmed-demand
pt-BR,variant,maquiagem para encontro,20,,,MEDIUM,44,confirmed-demand
pt-BR,demographic,qual batom combina comigo,10,,0.15,MEDIUM,52,confirmed-demand
pt-BR,ai_tech,provador virtual de maquiagem,10,,0.45,MEDIUM,44,confirmed-demand
pt-BR,ai_tech,maquiagem virtual com IA,10,,,,,confirmed-demand
pt-BR,ai_tech,qual maquiagem combina comigo,10,,,MEDIUM,57,confirmed-demand
pt-BR,variant,wet skin makeup,10,,,HIGH,100,confirmed-demand
pt-BR,variant,maquiagem para primeiro encontro,10,,,MEDIUM,33,confirmed-demand
pt-BR,style,maquiagem caramel skin,0,,,,,no-demand
pt-BR,style,maquiagem satin skin,0,,,,,no-demand
pt-BR,regional,maquiagem para videochamada,0,,,,,no-demand
pt-BR,tutorial,maquiagem em 15 minutos,0,,,,,no-demand
pt-BR,ai_tech,análise de pele IA,0,,,,,no-demand
pt-BR,ai_tech,colorimetria pessoal com IA,0,,,,,no-demand
pt-BR,ai_tech,consultor de beleza IA,0,,,,,no-demand
pt-BR,product,melhor batom 2026,0,,,,,no-demand
pt-BR,product,maquiagem da Natura / O Boticário,0,,,,,no-demand
pt-BR,product,maquiagem da Sephora Brasil,0,,,,,no-demand
pt-BR,product,rímel para cílios curtos,0,,,,,no-demand
pt-BR,regional,colorimetria pessoal PandaMi,0,,,,,no-demand
zh-TW,tutorial,化妝步驟,5400,0,0.48,MEDIUM,36,confirmed-demand
zh-TW,tutorial,化妝順序,1600,0,1.1,LOW,27,confirmed-demand
zh-TW,tutorial,眉毛怎麼畫,880,0,0.14,MEDIUM,39,confirmed-demand
zh-TW,style,裸妝,590,,0.87,MEDIUM,40,confirmed-demand
zh-TW,tutorial,眼線怎麼畫,590,0,0.35,LOW,19,confirmed-demand
zh-TW,demographic,個人色彩,390,0,0.31,LOW,5,confirmed-demand
zh-TW,product,寶雅口紅,390,0,0.07,HIGH,81,confirmed-demand
zh-TW,product,不沾杯口紅,320,0,0.33,HIGH,98,confirmed-demand
zh-TW,product,開架口紅推薦,210,0,0.28,MEDIUM,51,confirmed-demand
zh-TW,tutorial,化妝技巧,170,0,0.27,MEDIUM,37,confirmed-demand
zh-TW,tutorial,眼影教學,140,0,0.01,LOW,12,confirmed-demand
zh-TW,tutorial,新手化妝教學,110,0,0.27,MEDIUM,41,confirmed-demand
zh-TW,ai_tech,個人色彩診斷,70,0,0.2,LOW,13,confirmed-demand
zh-TW,product,COSME 排行榜,70,,,LOW,1,confirmed-demand
zh-TW,product,化妝刷推薦,70,24,0.49,HIGH,96,confirmed-demand
zh-TW,product,2026口紅推薦,50,,0.49,HIGH,100,confirmed-demand
zh-TW,product,霧面唇膏推薦,50,54,0.21,HIGH,100,confirmed-demand
zh-TW,style,自然妝,40,15,0.21,LOW,25,confirmed-demand
zh-TW,scenario,證件照妝,40,15,0.36,LOW,12,confirmed-demand
zh-TW,product,持久口紅推薦,40,,0.47,HIGH,100,confirmed-demand
zh-TW,ai_tech,虛擬試妝,30,,1.26,LOW,3,confirmed-demand
zh-TW,ai_tech,線上試妝,30,,0.12,LOW,22,confirmed-demand
zh-TW,scenario,上班妝,20,55,,LOW,2,confirmed-demand
zh-TW,scenario,面試妝,20,,,LOW,2,confirmed-demand
zh-TW,scenario,約會妝,20,52,,LOW,7,confirmed-demand
zh-TW,demographic,黃皮膚適合的口紅,20,51,,LOW,30,confirmed-demand
zh-TW,ai_tech,AI 膚質檢測,20,,,LOW,22,confirmed-demand
zh-TW,style,清透妝,10,,,LOW,18,confirmed-demand
zh-TW,style,霧面唇妝,10,,,LOW,22,confirmed-demand
zh-TW,scenario,快速出門妝,10,,,MEDIUM,57,confirmed-demand
zh-TW,demographic,顯白口紅,10,,,LOW,30,confirmed-demand
zh-TW,tutorial,簡單化妝教學,10,,0.72,LOW,29,confirmed-demand
zh-TW,product,唇膏推薦 2026,10,,,HIGH,90,confirmed-demand
zh-TW,product,顯白唇膏,10,52,0.99,MEDIUM,37,confirmed-demand
zh-TW,product,屈臣氏彩妝,10,12,,,,confirmed-demand
zh-TW,product,氣墊粉餅推薦,10,54,,,,confirmed-demand
zh-TW,product,平價彩妝推薦,10,51,,,,confirmed-demand
zh-TW,style,偽素顏妝,0,,,,,no-demand
zh-TW,style,柔光裸妝,0,,,,,no-demand
zh-TW,style,低飽和妝容,0,,,,,no-demand
zh-TW,style,水光唇妝,0,,,,,no-demand
zh-TW,style,韓系妝容,0,51,,,,no-demand
zh-TW,style,日系妝容,0,0,,,,no-demand
zh-TW,style,輕熟女妝容,0,,,,,no-demand
zh-TW,style,氛圍感妝容,0,,,,,no-demand
zh-TW,style,櫻桃妝,0,,,,,no-demand
zh-TW,style,摩卡慕斯妝,0,,,,,no-demand
zh-TW,style,玻璃肌妝容,0,,,,,no-demand
zh-TW,style,霧光妝,0,,,,,no-demand
zh-TW,scenario,通勤妝,0,,,,,no-demand
zh-TW,scenario,畢業照妝容,0,,,,,no-demand
zh-TW,scenario,婚禮賓客妝,0,,,,,no-demand
zh-TW,scenario,出遊妝容,0,,,,,no-demand
zh-TW,scenario,相親妝容,0,,,,,no-demand
zh-TW,scenario,年夜飯妝容,0,,,,,no-demand
zh-TW,scenario,情人節妝容,0,,,,,no-demand
zh-TW,scenario,面試化妝技巧,0,,,,,no-demand
zh-TW,demographic,適合我的口紅,0,,,,,no-demand
zh-TW,demographic,冷調膚色彩妝,0,,,,,no-demand
zh-TW,demographic,暖調膚色彩妝,0,,,,,no-demand
zh-TW,demographic,圓臉彩妝,0,,,,,no-demand
zh-TW,demographic,長臉彩妝,0,,,,,no-demand
zh-TW,demographic,單眼皮彩妝,0,,,,,no-demand
zh-TW,demographic,內雙彩妝,0,,,,,no-demand
zh-TW,demographic,腫眼泡彩妝,0,,,,,no-demand
zh-TW,demographic,熟齡肌彩妝,0,,,,,no-demand
zh-TW,demographic,黃皮显白,0,,,,,no-demand
zh-TW,demographic,敏弱肌彩妝,0,,,,,no-demand
zh-TW,tutorial,5分鐘快速出門妝,0,,,,,no-demand
zh-TW,tutorial,日常妝容教學,0,,,,,no-demand
zh-TW,tutorial,化妝新手必备,0,,,,,no-demand
zh-TW,tutorial,不卡粉技巧,0,,,,,no-demand
zh-TW,tutorial,開架彩妝推薦 新手,0,,,,,no-demand
zh-TW,ai_tech,AI 妝容診斷,0,,,,,no-demand
zh-TW,ai_tech,AI 彩妝推薦,0,,,,,no-demand
zh-TW,ai_tech,什麼妝適合我,0,,,,,no-demand
zh-TW,ai_tech,色號配對,0,,,,,no-demand
zh-TW,ai_tech,妝前妝後對比,0,,,,,no-demand
zh-TW,ai_tech,AI 美妝顧問,0,,,,,no-demand
zh-TW,ai_tech,臉部分析 彩妝,0,,,,,no-demand
zh-TW,ai_tech,適合我的彩妝顏色,0,,,,,no-demand
zh-TW,product,專櫃唇膏熱賣色,0,,,,,no-demand
